nazwa_zmiennej;kraj;wojewodztwo;przedmiot;plec;typ_informacji_z_jednostka_miary;rok;wartosc;flaga;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Śląskie;Język rosyjski;dziewczęta;relacja [%];2021;60;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Śląskie;Język rosyjski;chłopcy;relacja [%];2021;79;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Śląskie;Język francuski;ogółem;relacja [%];2021;82;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Śląskie;Język francuski;dziewczęta;relacja [%];2021;80;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Śląskie;Język francuski;chłopcy;relacja [%];2021;89;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Śląskie;Język hiszpański;ogółem;relacja [%];2021;61;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Śląskie;Język hiszpański;dziewczęta;relacja [%];2021;57;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Śląskie;Język hiszpański;chłopcy;relacja [%];2021;100;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Śląskie;Język włoski;ogółem;relacja [%];2021;61;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Śląskie;Język włoski;dziewczęta;relacja [%];2021;54;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Śląskie;Język włoski;chłopcy;relacja [%];2021;87;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Świętokrzyskie;Język polski;ogółem;relacja [%];2021;59;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Świętokrzyskie;Język polski;dziewczęta;relacja [%];2021;65;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Świętokrzyskie;Język polski;chłopcy;relacja [%];2021;54;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Świętokrzyskie;Matematyka;ogółem;relacja [%];2021;47;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Świętokrzyskie;Matematyka;dziewczęta;relacja [%];2021;48;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Świętokrzyskie;Matematyka;chłopcy;relacja [%];2021;46;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Świętokrzyskie;Język angielski;ogółem;relacja [%];2021;65;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Świętokrzyskie;Język angielski;dziewczęta;relacja [%];2021;67;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Świętokrzyskie;Język angielski;chłopcy;relacja [%];2021;62;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Świętokrzyskie;Język niemiecki;ogółem;relacja [%];2021;58;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Świętokrzyskie;Język niemiecki;dziewczęta;relacja [%];2021;64;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Świętokrzyskie;Język niemiecki;chłopcy;relacja [%];2021;51;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Świętokrzyskie;Język rosyjski;ogółem;relacja [%];2021;60;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Świętokrzyskie;Język rosyjski;dziewczęta;relacja [%];2021;78;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Świętokrzyskie;Język rosyjski;chłopcy;relacja [%];2021;41;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Świętokrzyskie;Język francuski;ogółem;relacja [%];2021;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Świętokrzyskie;Język francuski;dziewczęta;relacja [%];2021;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Świętokrzyskie;Język francuski;chłopcy;relacja [%];2021;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Świętokrzyskie;Język hiszpański;ogółem;relacja [%];2021;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Świętokrzyskie;Język hiszpański;dziewczęta;relacja [%];2021;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Świętokrzyskie;Język hiszpański;chłopcy;relacja [%];2021;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Świętokrzyskie;Język włoski;ogółem;relacja [%];2021;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Świętokrzyskie;Język włoski;dziewczęta;relacja [%];2021;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Świętokrzyskie;Język włoski;chłopcy;relacja [%];2021;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Warmińsko-mazurskie;Język polski;ogółem;relacja [%];2021;56;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Warmińsko-mazurskie;Język polski;dziewczęta;relacja [%];2021;61;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Warmińsko-mazurskie;Język polski;chłopcy;relacja [%];2021;51;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Warmińsko-mazurskie;Matematyka;ogółem;relacja [%];2021;42;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Warmińsko-mazurskie;Matematyka;dziewczęta;relacja [%];2021;43;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Warmińsko-mazurskie;Matematyka;chłopcy;relacja [%];2021;42;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Warmińsko-mazurskie;Język angielski;ogółem;relacja [%];2021;61;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Warmińsko-mazurskie;Język angielski;dziewczęta;relacja [%];2021;63;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Warmińsko-mazurskie;Język angielski;chłopcy;relacja [%];2021;59;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Warmińsko-mazurskie;Język niemiecki;ogółem;relacja [%];2021;45;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Warmińsko-mazurskie;Język niemiecki;dziewczęta;relacja [%];2021;48;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Warmińsko-mazurskie;Język niemiecki;chłopcy;relacja [%];2021;42;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Warmińsko-mazurskie;Język rosyjski;ogółem;relacja [%];2021;55;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Warmińsko-mazurskie;Język rosyjski;dziewczęta;relacja [%];2021;62;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Warmińsko-mazurskie;Język rosyjski;chłopcy;relacja [%];2021;51;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Warmińsko-mazurskie;Język francuski;ogółem;relacja [%];2021;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Warmińsko-mazurskie;Język francuski;dziewczęta;relacja [%];2021;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Warmińsko-mazurskie;Język francuski;chłopcy;relacja [%];2021;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Warmińsko-mazurskie;Język hiszpański;ogółem;relacja [%];2021;37;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Warmińsko-mazurskie;Język hiszpański;dziewczęta;relacja [%];2021;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Warmińsko-mazurskie;Język hiszpański;chłopcy;relacja [%];2021;37;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Warmińsko-mazurskie;Język włoski;ogółem;relacja [%];2021;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Warmińsko-mazurskie;Język włoski;dziewczęta;relacja [%];2021;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Warmińsko-mazurskie;Język włoski;chłopcy;relacja [%];2021;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Wielkopolskie;Język polski;ogółem;relacja [%];2021;58;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Wielkopolskie;Język polski;dziewczęta;relacja [%];2021;64;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Wielkopolskie;Język polski;chłopcy;relacja [%];2021;52;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Wielkopolskie;Matematyka;ogółem;relacja [%];2021;45;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Wielkopolskie;Matematyka;dziewczęta;relacja [%];2021;46;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Wielkopolskie;Matematyka;chłopcy;relacja [%];2021;44;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Wielkopolskie;Język angielski;ogółem;relacja [%];2021;63;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Wielkopolskie;Język angielski;dziewczęta;relacja [%];2021;66;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Wielkopolskie;Język angielski;chłopcy;relacja [%];2021;61;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Wielkopolskie;Język niemiecki;ogółem;relacja [%];2021;44;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Wielkopolskie;Język niemiecki;dziewczęta;relacja [%];2021;50;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Wielkopolskie;Język niemiecki;chłopcy;relacja [%];2021;38;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Wielkopolskie;Język rosyjski;ogółem;relacja [%];2021;71;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Wielkopolskie;Język rosyjski;dziewczęta;relacja [%];2021;100;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Wielkopolskie;Język rosyjski;chłopcy;relacja [%];2021;49;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Wielkopolskie;Język francuski;ogółem;relacja [%];2021;71;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Wielkopolskie;Język francuski;dziewczęta;relacja [%];2021;65;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Wielkopolskie;Język francuski;chłopcy;relacja [%];2021;76;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Wielkopolskie;Język hiszpański;ogółem;relacja [%];2021;81;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Wielkopolskie;Język hiszpański;dziewczęta;relacja [%];2021;86;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Wielkopolskie;Język hiszpański;chłopcy;relacja [%];2021;66;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Wielkopolskie;Język włoski;ogółem;relacja [%];2021;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Wielkopolskie;Język włoski;dziewczęta;relacja [%];2021;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Wielkopolskie;Język włoski;chłopcy;relacja [%];2021;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Zachodniopomorskie;Język polski;ogółem;relacja [%];2021;56;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Zachodniopomorskie;Język polski;dziewczęta;relacja [%];2021;61;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Zachodniopomorskie;Język polski;chłopcy;relacja [%];2021;51;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Zachodniopomorskie;Matematyka;ogółem;relacja [%];2021;42;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Zachodniopomorskie;Matematyka;dziewczęta;relacja [%];2021;42;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Zachodniopomorskie;Matematyka;chłopcy;relacja [%];2021;42;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Zachodniopomorskie;Język angielski;ogółem;relacja [%];2021;63;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Zachodniopomorskie;Język angielski;dziewczęta;relacja [%];2021;64;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Zachodniopomorskie;Język angielski;chłopcy;relacja [%];2021;62;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Zachodniopomorskie;Język niemiecki;ogółem;relacja [%];2021;46;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Zachodniopomorskie;Język niemiecki;dziewczęta;relacja [%];2021;52;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Zachodniopomorskie;Język niemiecki;chłopcy;relacja [%];2021;41;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Zachodniopomorskie;Język rosyjski;ogółem;relacja [%];2021;15;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Zachodniopomorskie;Język rosyjski;dziewczęta;relacja [%];2021;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Zachodniopomorskie;Język rosyjski;chłopcy;relacja [%];2021;15;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Zachodniopomorskie;Język francuski;ogółem;relacja [%];2021;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Zachodniopomorskie;Język francuski;dziewczęta;relacja [%];2021;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Zachodniopomorskie;Język francuski;chłopcy;relacja [%];2021;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Zachodniopomorskie;Język hiszpański;ogółem;relacja [%];2021;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Zachodniopomorskie;Język hiszpański;dziewczęta;relacja [%];2021;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Zachodniopomorskie;Język hiszpański;chłopcy;relacja [%];2021;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Zachodniopomorskie;Język włoski;ogółem;relacja [%];2021;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Zachodniopomorskie;Język włoski;dziewczęta;relacja [%];2021;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Zachodniopomorskie;Język włoski;chłopcy;relacja [%];2021;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Ogółem;Język polski;ogółem;relacja [%];2022;60;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Ogółem;Język polski;dziewczęta;relacja [%];2022;64;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Ogółem;Język polski;chłopcy;relacja [%];2022;55;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Ogółem;Matematyka;ogółem;relacja [%];2022;57;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Ogółem;Matematyka;dziewczęta;relacja [%];2022;57;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Ogółem;Matematyka;chłopcy;relacja [%];2022;57;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Ogółem;Język angielski;ogółem;relacja [%];2022;67;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Ogółem;Język angielski;dziewczęta;relacja [%];2022;68;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Ogółem;Język angielski;chłopcy;relacja [%];2022;65;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Ogółem;Język niemiecki;ogółem;relacja [%];2022;50;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Ogółem;Język niemiecki;dziewczęta;relacja [%];2022;53;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Ogółem;Język niemiecki;chłopcy;relacja [%];2022;47;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Ogółem;Język rosyjski;ogółem;relacja [%];2022;65;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Ogółem;Język rosyjski;dziewczęta;relacja [%];2022;68;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Ogółem;Język rosyjski;chłopcy;relacja [%];2022;60;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Ogółem;Język francuski;ogółem;relacja [%];2022;80;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Ogółem;Język francuski;dziewczęta;relacja [%];2022;79;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Ogółem;Język francuski;chłopcy;relacja [%];2022;80;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Ogółem;Język hiszpański;ogółem;relacja [%];2022;81;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Ogółem;Język hiszpański;dziewczęta;relacja [%];2022;81;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Ogółem;Język hiszpański;chłopcy;relacja [%];2022;82;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Ogółem;Język włoski;ogółem;relacja [%];2022;89;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Ogółem;Język włoski;dziewczęta;relacja [%];2022;88;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Ogółem;Język włoski;chłopcy;relacja [%];2022;93;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Dolnośląskie;Język polski;ogółem;relacja [%];2022;58;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Dolnośląskie;Język polski;dziewczęta;relacja [%];2022;62;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Dolnośląskie;Język polski;chłopcy;relacja [%];2022;53;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Dolnośląskie;Matematyka;ogółem;relacja [%];2022;55;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Dolnośląskie;Matematyka;dziewczęta;relacja [%];2022;55;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Dolnośląskie;Matematyka;chłopcy;relacja [%];2022;56;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Dolnośląskie;Język angielski;ogółem;relacja [%];2022;68;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Dolnośląskie;Język angielski;dziewczęta;relacja [%];2022;69;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Dolnośląskie;Język angielski;chłopcy;relacja [%];2022;67;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Dolnośląskie;Język niemiecki;ogółem;relacja [%];2022;48;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Dolnośląskie;Język niemiecki;dziewczęta;relacja [%];2022;51;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Dolnośląskie;Język niemiecki;chłopcy;relacja [%];2022;44;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Dolnośląskie;Język rosyjski;ogółem;relacja [%];2022;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Dolnośląskie;Język rosyjski;dziewczęta;relacja [%];2022;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Dolnośląskie;Język rosyjski;chłopcy;relacja [%];2022;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Dolnośląskie;Język francuski;ogółem;relacja [%];2022;84;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Dolnośląskie;Język francuski;dziewczęta;relacja [%];2022;81;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Dolnośląskie;Język francuski;chłopcy;relacja [%];2022;91;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Dolnośląskie;Język hiszpański;ogółem;relacja [%];2022;100;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Dolnośląskie;Język hiszpański;dziewczęta;relacja [%];2022;100;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Dolnośląskie;Język hiszpański;chłopcy;relacja [%];2022;100;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Dolnośląskie;Język włoski;ogółem;relacja [%];2022;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Dolnośląskie;Język włoski;dziewczęta;relacja [%];2022;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Dolnośląskie;Język włoski;chłopcy;relacja [%];2022;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Kujawsko-pomorskie;Język polski;ogółem;relacja [%];2022;58;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Kujawsko-pomorskie;Język polski;dziewczęta;relacja [%];2022;63;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Kujawsko-pomorskie;Język polski;chłopcy;relacja [%];2022;54;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Kujawsko-pomorskie;Matematyka;ogółem;relacja [%];2022;53;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Kujawsko-pomorskie;Matematyka;dziewczęta;relacja [%];2022;53;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Kujawsko-pomorskie;Matematyka;chłopcy;relacja [%];2022;54;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Kujawsko-pomorskie;Język angielski;ogółem;relacja [%];2022;63;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Kujawsko-pomorskie;Język angielski;dziewczęta;relacja [%];2022;64;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Kujawsko-pomorskie;Język angielski;chłopcy;relacja [%];2022;62;;;;;;;;;;;;;;;;;;;;
