nazwa_zmiennej;kraj;wojewodztwo;przedmiot;plec;typ_informacji_z_jednostka_miary;rok;wartosc;flaga;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Małopolskie;Język hiszpański;chłopcy;relacja [%];2019;17;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Małopolskie;Język włoski;ogółem;relacja [%];2019;93;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Małopolskie;Język włoski;dziewczęta;relacja [%];2019;0;(.);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Małopolskie;Język włoski;chłopcy;relacja [%];2019;93;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Mazowieckie;Język polski;ogółem;relacja [%];2019;67;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Mazowieckie;Język polski;dziewczęta;relacja [%];2019;73;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Mazowieckie;Język polski;chłopcy;relacja [%];2019;62;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Mazowieckie;Matematyka;ogółem;relacja [%];2019;50;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Mazowieckie;Matematyka;dziewczęta;relacja [%];2019;50;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Mazowieckie;Matematyka;chłopcy;relacja [%];2019;50;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Mazowieckie;Język angielski;ogółem;relacja [%];2019;64;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Mazowieckie;Język angielski;dziewczęta;relacja [%];2019;66;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Mazowieckie;Język angielski;chłopcy;relacja [%];2019;63;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Mazowieckie;Język niemiecki;ogółem;relacja [%];2019;42;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Mazowieckie;Język niemiecki;dziewczęta;relacja [%];2019;45;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Mazowieckie;Język niemiecki;chłopcy;relacja [%];2019;38;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Mazowieckie;Język rosyjski;ogółem;relacja [%];2019;45;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Mazowieckie;Język rosyjski;dziewczęta;relacja [%];2019;51;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Mazowieckie;Język rosyjski;chłopcy;relacja [%];2019;40;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Mazowieckie;Język francuski;ogółem;relacja [%];2019;65;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Mazowieckie;Język francuski;dziewczęta;relacja [%];2019;69;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Mazowieckie;Język francuski;chłopcy;relacja [%];2019;52;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Mazowieckie;Język hiszpański;ogółem;relacja [%];2019;65;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Mazowieckie;Język hiszpański;dziewczęta;relacja [%];2019;64;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Mazowieckie;Język hiszpański;chłopcy;relacja [%];2019;68;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Mazowieckie;Język włoski;ogółem;relacja [%];2019;95;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Mazowieckie;Język włoski;dziewczęta;relacja [%];2019;95;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Mazowieckie;Język włoski;chłopcy;relacja [%];2019;0;(.);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Opolskie;Język polski;ogółem;relacja [%];2019;61;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Opolskie;Język polski;dziewczęta;relacja [%];2019;67;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Opolskie;Język polski;chłopcy;relacja [%];2019;55;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Opolskie;Matematyka;ogółem;relacja [%];2019;44;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Opolskie;Matematyka;dziewczęta;relacja [%];2019;44;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Opolskie;Matematyka;chłopcy;relacja [%];2019;43;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Opolskie;Język angielski;ogółem;relacja [%];2019;59;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Opolskie;Język angielski;dziewczęta;relacja [%];2019;61;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Opolskie;Język angielski;chłopcy;relacja [%];2019;57;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Opolskie;Język niemiecki;ogółem;relacja [%];2019;55;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Opolskie;Język niemiecki;dziewczęta;relacja [%];2019;57;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Opolskie;Język niemiecki;chłopcy;relacja [%];2019;51;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Opolskie;Język rosyjski;ogółem;relacja [%];2019;0;(.);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Opolskie;Język rosyjski;dziewczęta;relacja [%];2019;0;(.);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Opolskie;Język rosyjski;chłopcy;relacja [%];2019;0;(.);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Opolskie;Język francuski;ogółem;relacja [%];2019;0;(.);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Opolskie;Język francuski;dziewczęta;relacja [%];2019;0;(.);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Opolskie;Język francuski;chłopcy;relacja [%];2019;0;(.);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Opolskie;Język hiszpański;ogółem;relacja [%];2019;0;(.);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Opolskie;Język hiszpański;dziewczęta;relacja [%];2019;0;(.);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Opolskie;Język hiszpański;chłopcy;relacja [%];2019;0;(.);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Opolskie;Język włoski;ogółem;relacja [%];2019;0;(.);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Opolskie;Język włoski;dziewczęta;relacja [%];2019;0;(.);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Opolskie;Język włoski;chłopcy;relacja [%];2019;0;(.);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podkarpackie;Język polski;ogółem;relacja [%];2019;64;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podkarpackie;Język polski;dziewczęta;relacja [%];2019;70;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podkarpackie;Język polski;chłopcy;relacja [%];2019;59;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podkarpackie;Matematyka;ogółem;relacja [%];2019;46;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podkarpackie;Matematyka;dziewczęta;relacja [%];2019;46;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podkarpackie;Matematyka;chłopcy;relacja [%];2019;46;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podkarpackie;Język angielski;ogółem;relacja [%];2019;57;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podkarpackie;Język angielski;dziewczęta;relacja [%];2019;58;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podkarpackie;Język angielski;chłopcy;relacja [%];2019;56;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podkarpackie;Język niemiecki;ogółem;relacja [%];2019;43;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podkarpackie;Język niemiecki;dziewczęta;relacja [%];2019;45;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podkarpackie;Język niemiecki;chłopcy;relacja [%];2019;41;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podkarpackie;Język rosyjski;ogółem;relacja [%];2019;62;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podkarpackie;Język rosyjski;dziewczęta;relacja [%];2019;67;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podkarpackie;Język rosyjski;chłopcy;relacja [%];2019;43;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podkarpackie;Język francuski;ogółem;relacja [%];2019;41;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podkarpackie;Język francuski;dziewczęta;relacja [%];2019;49;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podkarpackie;Język francuski;chłopcy;relacja [%];2019;35;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podkarpackie;Język hiszpański;ogółem;relacja [%];2019;72;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podkarpackie;Język hiszpański;dziewczęta;relacja [%];2019;72;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podkarpackie;Język hiszpański;chłopcy;relacja [%];2019;0;(.);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podkarpackie;Język włoski;ogółem;relacja [%];2019;63;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podkarpackie;Język włoski;dziewczęta;relacja [%];2019;63;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podkarpackie;Język włoski;chłopcy;relacja [%];2019;0;(.);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podlaskie;Język polski;ogółem;relacja [%];2019;60;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podlaskie;Język polski;dziewczęta;relacja [%];2019;67;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podlaskie;Język polski;chłopcy;relacja [%];2019;54;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podlaskie;Matematyka;ogółem;relacja [%];2019;46;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podlaskie;Matematyka;dziewczęta;relacja [%];2019;46;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podlaskie;Matematyka;chłopcy;relacja [%];2019;45;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podlaskie;Język angielski;ogółem;relacja [%];2019;58;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podlaskie;Język angielski;dziewczęta;relacja [%];2019;60;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podlaskie;Język angielski;chłopcy;relacja [%];2019;56;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podlaskie;Język niemiecki;ogółem;relacja [%];2019;51;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podlaskie;Język niemiecki;dziewczęta;relacja [%];2019;58;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podlaskie;Język niemiecki;chłopcy;relacja [%];2019;41;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podlaskie;Język rosyjski;ogółem;relacja [%];2019;57;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podlaskie;Język rosyjski;dziewczęta;relacja [%];2019;63;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podlaskie;Język rosyjski;chłopcy;relacja [%];2019;51;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podlaskie;Język francuski;ogółem;relacja [%];2019;83;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podlaskie;Język francuski;dziewczęta;relacja [%];2019;81;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podlaskie;Język francuski;chłopcy;relacja [%];2019;87;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podlaskie;Język hiszpański;ogółem;relacja [%];2019;0;(.);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podlaskie;Język hiszpański;dziewczęta;relacja [%];2019;0;(.);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podlaskie;Język hiszpański;chłopcy;relacja [%];2019;0;(.);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podlaskie;Język włoski;ogółem;relacja [%];2019;27;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podlaskie;Język włoski;dziewczęta;relacja [%];2019;27;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podlaskie;Język włoski;chłopcy;relacja [%];2019;0;(.);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Pomorskie;Język polski;ogółem;relacja [%];2019;62;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Pomorskie;Język polski;dziewczęta;relacja [%];2019;67;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Pomorskie;Język polski;chłopcy;relacja [%];2019;56;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Pomorskie;Matematyka;ogółem;relacja [%];2019;44;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Pomorskie;Matematyka;dziewczęta;relacja [%];2019;44;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Pomorskie;Matematyka;chłopcy;relacja [%];2019;44;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Pomorskie;Język angielski;ogółem;relacja [%];2019;58;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Pomorskie;Język angielski;dziewczęta;relacja [%];2019;59;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Pomorskie;Język angielski;chłopcy;relacja [%];2019;57;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Pomorskie;Język niemiecki;ogółem;relacja [%];2019;35;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Pomorskie;Język niemiecki;dziewczęta;relacja [%];2019;39;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Pomorskie;Język niemiecki;chłopcy;relacja [%];2019;31;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Pomorskie;Język rosyjski;ogółem;relacja [%];2019;67;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Pomorskie;Język rosyjski;dziewczęta;relacja [%];2019;79;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Pomorskie;Język rosyjski;chłopcy;relacja [%];2019;47;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Pomorskie;Język francuski;ogółem;relacja [%];2019;86;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Pomorskie;Język francuski;dziewczęta;relacja [%];2019;85;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Pomorskie;Język francuski;chłopcy;relacja [%];2019;88;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Pomorskie;Język hiszpański;ogółem;relacja [%];2019;35;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Pomorskie;Język hiszpański;dziewczęta;relacja [%];2019;36;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Pomorskie;Język hiszpański;chłopcy;relacja [%];2019;32;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Pomorskie;Język włoski;ogółem;relacja [%];2019;0;(.);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Pomorskie;Język włoski;dziewczęta;relacja [%];2019;0;(.);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Pomorskie;Język włoski;chłopcy;relacja [%];2019;0;(.);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Śląskie;Język polski;ogółem;relacja [%];2019;64;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Śląskie;Język polski;dziewczęta;relacja [%];2019;70;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Śląskie;Język polski;chłopcy;relacja [%];2019;59;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Śląskie;Matematyka;ogółem;relacja [%];2019;45;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Śląskie;Matematyka;dziewczęta;relacja [%];2019;44;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Śląskie;Matematyka;chłopcy;relacja [%];2019;45;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Śląskie;Język angielski;ogółem;relacja [%];2019;60;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Śląskie;Język angielski;dziewczęta;relacja [%];2019;61;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Śląskie;Język angielski;chłopcy;relacja [%];2019;59;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Śląskie;Język niemiecki;ogółem;relacja [%];2019;43;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Śląskie;Język niemiecki;dziewczęta;relacja [%];2019;46;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Śląskie;Język niemiecki;chłopcy;relacja [%];2019;39;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Śląskie;Język rosyjski;ogółem;relacja [%];2019;34;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Śląskie;Język rosyjski;dziewczęta;relacja [%];2019;20;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Śląskie;Język rosyjski;chłopcy;relacja [%];2019;40;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Śląskie;Język francuski;ogółem;relacja [%];2019;50;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Śląskie;Język francuski;dziewczęta;relacja [%];2019;57;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Śląskie;Język francuski;chłopcy;relacja [%];2019;19;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Śląskie;Język hiszpański;ogółem;relacja [%];2019;23;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Śląskie;Język hiszpański;dziewczęta;relacja [%];2019;23;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Śląskie;Język hiszpański;chłopcy;relacja [%];2019;23;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Śląskie;Język włoski;ogółem;relacja [%];2019;33;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Śląskie;Język włoski;dziewczęta;relacja [%];2019;33;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Śląskie;Język włoski;chłopcy;relacja [%];2019;0;(.);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Świętokrzyskie;Język polski;ogółem;relacja [%];2019;63;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Świętokrzyskie;Język polski;dziewczęta;relacja [%];2019;70;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Świętokrzyskie;Język polski;chłopcy;relacja [%];2019;57;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Świętokrzyskie;Matematyka;ogółem;relacja [%];2019;44;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Świętokrzyskie;Matematyka;dziewczęta;relacja [%];2019;45;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Świętokrzyskie;Matematyka;chłopcy;relacja [%];2019;43;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Świętokrzyskie;Język angielski;ogółem;relacja [%];2019;57;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Świętokrzyskie;Język angielski;dziewczęta;relacja [%];2019;58;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Świętokrzyskie;Język angielski;chłopcy;relacja [%];2019;56;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Świętokrzyskie;Język niemiecki;ogółem;relacja [%];2019;42;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Świętokrzyskie;Język niemiecki;dziewczęta;relacja [%];2019;44;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Świętokrzyskie;Język niemiecki;chłopcy;relacja [%];2019;38;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Świętokrzyskie;Język rosyjski;ogółem;relacja [%];2019;35;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Świętokrzyskie;Język rosyjski;dziewczęta;relacja [%];2019;42;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Świętokrzyskie;Język rosyjski;chłopcy;relacja [%];2019;31;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Świętokrzyskie;Język francuski;ogółem;relacja [%];2019;0;(.);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Świętokrzyskie;Język francuski;dziewczęta;relacja [%];2019;0;(.);;;;;;;;;;;;;;;;;;;
