ID OKE;Województwo - nazwa;Powiat - nazwa;Gmina - nazwa;Typ gminy;Kod teryt gminy;RSPO szkoły;Identyfikator szkoły;Nazwa szkoły;Miejscowość;Ulica nr;"typ placówki";"rodzaj placówki";czy publiczna;* Otrzymali świadectwo dojrzałości - liczba;* Liczba zdających, którzy przystąpili do wszystkich egzaminów wymaganych;* zdawalność (%);* liczba zdających;* liczba laureatów/finalistów;* zdawalność (%);średni wynik (%);odchylenie standardowe (%);mediana (%);modalna (%);* liczba zdających;* zdawalność (%);średni wynik (%);* liczba zdających;* liczba laureatów/finalistów;* zdawalność (%);średni wynik (%);odchylenie standardowe (%);mediana (%);modalna (%);* liczba zdających;* zdawalność (%);średni wynik (%);* liczba zdających;* liczba laureatów/finalistów;* zdawalność (%);średni wynik (%);odchylenie standardowe (%);mediana (%);modalna (%);* liczba zdających;* zdawalność (%);średni wynik (%);* liczba zdających;* liczba laureatów/finalistów;* zdawalność (%);średni wynik (%);odchylenie standardowe (%);mediana (%);modalna (%);* liczba zdających;* zdawalność (%);średni wynik (%);* liczba zdających;* liczba laureatów/finalistów;* zdawalność (%);średni wynik (%);odchylenie standardowe (%);mediana (%);modalna (%);* liczba zdających;* zdawalność (%);średni wynik (%);* liczba zdających;* liczba laureatów/finalistów;* zdawalność (%);średni wynik (%);odchylenie standardowe (%);mediana (%);modalna (%);* liczba zdających;* zdawalność (%);średni wynik (%);* liczba zdających;* liczba laureatów/finalistów;* zdawalność (%);średni wynik (%);odchylenie standardowe (%);mediana (%);modalna (%);* liczba zdających;* zdawalność (%);średni wynik (%);* liczba zdających;* liczba laureatów/finalistów;* zdawalność (%);średni wynik (%);odchylenie standardowe (%);mediana (%);modalna (%);* liczba zdających;* liczba laureatów/finalistów;średni wynik (%);odchylenie standardowe (%);mediana (%);modalna (%);* liczba zdających;* liczba laureatów/finalistów;średni wynik (%);odchylenie standardowe (%);mediana (%);modalna (%);* liczba zdających;* liczba laureatów/finalistów;średni wynik (%);odchylenie standardowe (%);mediana (%);modalna (%);* liczba zdających;* liczba laureatów/finalistów;średni wynik (%);odchylenie standardowe (%);mediana (%);modalna (%);* liczba zdających;* liczba laureatów/finalistów;średni wynik (%);odchylenie standardowe (%);mediana (%);modalna (%);* liczba zdających;* liczba laureatów/finalistów;średni wynik (%);odchylenie standardowe (%);mediana (%);modalna (%);* liczba zdających;* liczba laureatów/finalistów;średni wynik (%);odchylenie standardowe (%);mediana (%);modalna (%);* liczba zdających;* liczba laureatów/finalistów;średni wynik (%);odchylenie standardowe (%);mediana (%);modalna (%);* liczba zdających;* liczba laureatów/finalistów;średni wynik (%);odchylenie standardowe (%);mediana (%);modalna (%);* liczba zdających;* liczba laureatów/finalistów;średni wynik (%);odchylenie standardowe (%);mediana (%);modalna (%);* liczba zdających;średni wynik (%);* liczba zdających;* liczba laureatów/finalistów;średni wynik (%);odchylenie standardowe (%);mediana (%);modalna (%);* liczba zdających;* liczba laureatów/finalistów;średni wynik (%);odchylenie standardowe (%);mediana (%);modalna (%);* liczba zdających;* liczba laureatów/finalistów;średni wynik (%);odchylenie standardowe (%);mediana (%);modalna (%);* liczba zdających;* liczba laureatów/finalistów;średni wynik (%);odchylenie standardowe (%);mediana (%);modalna (%);* liczba zdających;średni wynik (%);* liczba zdających;* liczba laureatów/finalistów;średni wynik (%);odchylenie standardowe (%);mediana (%);modalna (%);* liczba zdających;* liczba laureatów/finalistów;średni wynik (%);odchylenie standardowe (%);mediana (%);modalna (%);* liczba zdających;średni wynik (%);* liczba zdających;* liczba laureatów/finalistów;średni wynik (%);odchylenie standardowe (%);mediana (%);modalna (%);* liczba zdających;* liczba laureatów/finalistów;średni wynik (%);odchylenie standardowe (%);mediana (%);modalna (%);* liczba zdających;średni wynik (%);* liczba zdających;* liczba laureatów/finalistów;średni wynik (%);odchylenie standardowe (%);mediana (%);modalna (%);* liczba zdających;* liczba laureatów/finalistów;średni wynik (%);odchylenie standardowe (%);mediana (%);modalna (%);* liczba zdających;* liczba laureatów/finalistów;średni wynik (%);odchylenie standardowe (%);mediana (%);modalna (%);* liczba zdających;* liczba laureatów/finalistów;średni wynik (%);odchylenie standardowe (%);mediana (%);modalna (%)
5;Świętokrzyskie;ostrowiecki;Ostrowiec Świętokrzyski;gmina miejska;2607011;34663;260701-1031F;NIEPUBLICZNE TECHNIKUM IM. T. KOŚCIUSZKI W OSTROWCU ŚWIĘTOKRZYSKIM ZAKŁADU DOSKONALENIA ZAWODOWEGO W KIELCACH;Ostrowiec Świętokrzyski;ul. Jana Kilińskiego 49;technikum;dla młodzieży;Nie;0;1;;1;;;;;;;1;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;Świętokrzyskie;pińczowski;Pińczów;miasto;2608044;9077;260804-0131F;TECHNIKUM NR 1 W ZESPOLE SZKÓŁ ZAWODOWYCH IM. STANISŁAWA STASZICA W PIŃCZOWIE;Pińczów;ul. Spółdzielcza 6;technikum;dla młodzieży;Tak;0;1;;1;;;;;;;1;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;Świętokrzyskie;sandomierski;Sandomierz;gmina miejska;2609011;124134;260901-0231W;TECHNIKUM NR 1 W SANDOMIERZU;Sandomierz;ul. Stefana Żeromskiego 8;technikum;dla młodzieży;Tak;0;1;;1;;;;;;;1;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;Świętokrzyskie;sandomierski;Sandomierz;gmina miejska;2609011;124131;260901-0331L;TECHNIKUM NR 3 W SANDOMIERZU;Sandomierz;ul. Juliusza Słowackiego 37;technikum;dla młodzieży;Tak;0;1;;1;;;;;;;1;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;Świętokrzyskie;skarżyski;Skarżysko-Kamienna;gmina miejska;2610011;15418;261001-01319;TECHNIKUM NR 1 ZESPOŁU SZKÓŁ TECHNICZNYCH IM. ARMII KRAJOWEJ W SKARŻYSKU-KAMIENNEJ;Skarżysko-Kamienna;al. Tysiąclecia 22;technikum;dla młodzieży;Tak;1;2;;2;;;;;;;2;;;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;Świętokrzyskie;skarżyski;Skarżysko-Kamienna;gmina miejska;2610011;26908;261001-0431C;TECHNIKUM NR 2 ZESPOŁU SZKÓŁ EKONOMICZNYCH W SKARŻYSKU-KAMIENNEJ;Skarżysko-Kamienna;ul. Powstańców Warszawy 11;technikum;dla młodzieży;Tak;1;1;;1;;;;;;;1;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;Świętokrzyskie;starachowicki;Starachowice;gmina miejska;2611011;275596;261101-047NV;BRANŻOWA SZKOŁA II STOPNIA NR 1 W STARACHOWICACH;Starachowice;ul. Szkolna 10;branzowa;nie dotyczy;Tak;4;9;44,44444444;9;;88,88888889;45,77777778;11,96084146;50;;9;100;58,77777778;8;;87,5;57,5;28,6487347;48;;8;100;58,25;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;9;;55,55555556;27,55555556;14,01674484;30;11;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;
5;Świętokrzyskie;starachowicki;Starachowice;gmina miejska;2611011;44542;261101-0510X;III LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI INTEGRACYJNYMI IM. KRZYSZTOFA KAMILA BACZYŃSKIEGO W STARACHOWICACH;Starachowice;ul. Aleja Świętego Jana Pawła II 18;liceum;dla młodzieży;Tak;0;1;;1;;;;;;;1;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;Świętokrzyskie;starachowicki;Starachowice;gmina miejska;2611011;35219;261101-0731S;NIEPUBLICZNE TECHNIKUM IM. WOJSKA POLSKIEGO W STARACHOWICACH ZAKŁADU DOSKONALENIA ZAWODOWEGO W KIELCACH;Starachowice;ul. Wojska Polskiego 15;technikum;dla młodzieży;Nie;1;1;;1;;;;;;;1;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;Świętokrzyskie;starachowicki;Starachowice;gmina miejska;2611011;30908;261101-09316;TECHNIKUM NR 1 W STARACHOWICACH;Starachowice;ul. Radomska 72;technikum;dla młodzieży;Tak;0;2;;2;;;;;;;2;;;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;
5;Świętokrzyskie;starachowicki;Starachowice;gmina miejska;2611011;44733;261101-1711T;LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH „ŻAK” W STARACHOWICACH;Starachowice;ul. Jana Kilińskiego 26;liceum;dla dorosłych;Nie;2;2;;2;;;;;;;2;;;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;
5;Świętokrzyskie;staszowski;Połaniec;miasto;2612054;64747;261205-0111H;LICEUM OGÓLNOKSZTAŁCĄCE W ZESPOLE SZKÓŁ IM. ODDZIAŁU PARTYZANCKIEGO AK „JĘDRUSIE” W POŁAŃCU;Połaniec;ul. Ruszczańska 23;liceum;dla młodzieży;Tak;1;1;;1;;;;;;;1;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;Świętokrzyskie;staszowski;Staszów;miasto;2612074;64741;261207-01315;TECHNIKUM W ZESPOLE SZKÓŁ EKONOMICZNYCH IM. JANA PAWŁA II W STASZOWIE;Staszów;ul. Szkolna 11;technikum;dla młodzieży;Tak;0;1;;1;;;;;;;1;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;Świętokrzyskie;staszowski;Staszów;miasto;2612074;275739;261207-027N0;NIEPUBLICZNA BRANŻOWA SZKOŁA II STOPNIA W STASZOWIE;Staszów;ul. Koszarowa 7;branzowa;nie dotyczy;Nie;0;3;;3;;;;;;;3;;;3;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;Świętokrzyskie;włoszczowski;Włoszczowa;miasto;2613064;274708;261306-037NJ;NIEPUBLICZNA BRANŻOWA SZKOŁA II STOPNIA WE WŁOSZCZOWIE;Włoszczowa;ul. Młynarska 56;branzowa;nie dotyczy;Nie;14;15;93,33333333;15;;93,33333333;48,46666667;12,18122417;49;47;15;100;56,66666667;16;;100;65,875;20,82629048;68;36;15;100;54,46666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;100;62,6;10,93495923;67;72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;27;10,24695077;23;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;1;;;;;;;;;;;;;;;;;
6;Lubuskie;gorzowski;Kostrzyn nad Odrą;gmina miejska;0801011;54426;080101-0132A;TECHNIKUM W KOSTRZYNIE NAD ODRĄ;Kostrzyn nad Odrą;ul. Komisji Edukacji Narodowej 2;technikum;dla młodzieży;Tak;0;1;;1;;;;;;;1;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;Lubuskie;gorzowski;Witnica;miasto;0801074;31998;080107-0335F;TECHNIKUM W WITNICY;Witnica;ul. Traugutta 1;technikum;dla młodzieży;Tak;;;;1;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;Lubuskie;gorzowski;Witnica;obszar wiejski;0801075;104073;080107-0433E;TECHNIKUM IM. DEZYDEREGO CHŁAPOWSKIEGO W KAMIENIU MAŁYM;Kamień Mały;89;technikum;dla młodzieży;Tak;0;1;;1;;;;;;;1;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;Lubuskie;Gorzów Wielkopolski;Gorzów Wielkopolski;gmina miejska;0861011;83248;086101-01324;TECHNIKUM BUDOWLANE I SAMOCHODOWE NR 1 IM. MIKOŁAJA KOPERNIKA W GORZOWIE WIELKOPOLSKIM;Gorzów Wielkopolski;ul. Pomorska 67;technikum;dla młodzieży;Tak;0;2;;2;;;;;;;2;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;
6;Lubuskie;Gorzów Wielkopolski;Gorzów Wielkopolski;gmina miejska;0861011;83237;086101-0333D;TECHNIKUM NR 4 W ZESPOLE SZKÓŁ ODZIEŻOWYCH IM. KRZYSZTOFA KIEŚLOWSKIEGO W GORZOWIE WIELKOPOLSKIM;Gorzów Wielkopolski;ul. Śląska 64c;technikum;dla młodzieży;Tak;0;1;;1;;;;;;;1;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;Lubuskie;Gorzów Wielkopolski;Gorzów Wielkopolski;gmina miejska;0861011;92679;086101-0533R;TECHNIKUM MECHANICZNE NR 5 IM. ZESŁAŃCÓW SYBIRU W GORZOWIE WIELKOPOLSKIM;Gorzów Wielkopolski;ul. Pomorska 67;technikum;dla młodzieży;Tak;1;4;;4;;;;;;;4;;;4;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;
6;Lubuskie;Gorzów Wielkopolski;Gorzów Wielkopolski;gmina miejska;0861011;83240;086101-0632L;TECHNIKUM NR 2 W ZESPOLE SZKÓŁ EKONOMICZNYCH IM. STEFANA STARZYŃSKIEGO W GORZOWIE WIELKOPOLSKIM;Gorzów Wielkopolski;ul. 30 Stycznia 29;technikum;dla młodzieży;Tak;0;1;;1;;;;;;;1;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;Lubuskie;Gorzów Wielkopolski;Gorzów Wielkopolski;gmina miejska;0861011;79158;086101-0833U;TECHNIKUM NR 7 IM. MJR. HENRYKA SUCHARSKIEGO W ZESPOLE SZKÓŁ ELEKTRYCZNYCH W GORZOWIE WIELKOPOLSKIM;Gorzów Wielkopolski;ul. gen. Jarosława Dąbrowskiego 33;technikum;dla młodzieży;Tak;2;6;33,33333333;6;;83,33333333;52,83333333;15,65691186;57,5;;6;100;72;6;;100;84;19,52775802;93;96;6;100;83,16666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;50;33,66666667;17,40370331;28;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;1;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;
6;Lubuskie;Gorzów Wielkopolski;Gorzów Wielkopolski;gmina miejska;0861011;114107;086101-0910C;KATOLICKIE LICEUM ŚW. TOMASZA Z AKWINU;Gorzów Wielkopolski;ul. Michała Drzymały 36;liceum;dla młodzieży;Nie;;;;;;;;;;;1;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;Lubuskie;Gorzów Wielkopolski;Gorzów Wielkopolski;gmina miejska;0861011;275508;086101-097NZ;BRANŻOWA SZKOŁA II STOPNIA NR 1 W GORZOWIE WIELKOPOLSKIM;Gorzów Wielkopolski;ul. Pomorska 67;branzowa;nie dotyczy;Tak;0;5;0;6;;40;39,5;24,78406746;37;;6;100;73;5;;50;42,4;21,36913662;40;;4;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;6;;0;19;3,829708431;20;20;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;Lubuskie;Gorzów Wielkopolski;Gorzów Wielkopolski;gmina miejska;0861011;83235;086101-1532J;TECHNIKUM NR 9 W ZESPOLE SZKÓŁ OGRODNICZYCH GORZOWIE WIELKOPOLSKIM;Gorzów Wielkopolski;ul. Poznańska 23;technikum;dla młodzieży;Tak;2;2;;2;;;;;;;2;;;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;Lubuskie;Gorzów Wielkopolski;Gorzów Wielkopolski;gmina miejska;0861011;71269;086101-2210R;PAŃSTWOWE LICEUM SZTUK PLASTYCZNYCH W GORZOWIE WIELKOPOLSKIM;Gorzów Wielkopolski;ul. Warszawska 18;liceum;nie dotyczy;Tak;1;1;;1;;;;;;;1;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;Lubuskie;Gorzów Wielkopolski;Gorzów Wielkopolski;gmina miejska;0861011;107480;086101-4410F;ZAOCZNE LICEUM OGÓLNOKSZTAŁCĄCE COSINUS W GORZOWIE WLKP.;Gorzów Wielkopolski;ul. Franciszka Walczaka 25;liceum;dla dorosłych;Nie;0;1;;1;;;;;;;1;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;Lubuskie;Gorzów Wielkopolski;Gorzów Wielkopolski;gmina miejska;0861011;263744;086101-56302;TECHNIKUM TEB EDUKACJA W GORZOWIE WIELKOPOLSKIM;Gorzów Wielkopolski;ul. gen. Władysława Sikorskiego 48;technikum;dla młodzieży;Nie;4;5;80;5;;80;52,8;22,37319825;63;;5;100;56;5;;100;93,2;3,709447398;92;90;5;100;85,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;100;49,2;8,818163074;48;;;;;;;;;;;;;;;;;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;5;;56,4;17,72681584;56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;
6;Lubuskie;Gorzów Wielkopolski;Gorzów Wielkopolski;gmina miejska;0861011;279150;086101-5E1NT;EDUGORZÓW LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH;Gorzów Wielkopolski;ul. Garbary 9;liceum;dla dorosłych;Nie;1;1;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;Lubuskie;Gorzów Wielkopolski;Gorzów Wielkopolski;gmina miejska;0861011;478530;086101-5L7NI;BRANŻOWA SZKOŁA II STOPNIA WZDZ W GORZOWIE WLKP.;Gorzów Wielkopolski;ul. gen. Władysława Sikorskiego 95;branzowa;nie dotyczy;Nie;1;3;;3;;;;;;;3;;;3;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
